Connecting to host 192.168.2.22, port 5201
[  4] local 192.168.1.11 port 42370 connected to 192.168.2.22 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  75.1 MBytes  76605 KBytes/sec  193    191 KBytes       
[  4]   1.00-2.00   sec  3.73 MBytes  3829 KBytes/sec    0    229 KBytes       
[  4]   2.00-3.00   sec  3.85 MBytes  3943 KBytes/sec    0    255 KBytes       
[  4]   3.00-4.00   sec  4.47 MBytes  4578 KBytes/sec    0    267 KBytes       
[  4]   4.00-5.00   sec  4.41 MBytes  4522 KBytes/sec    0    273 KBytes       
[  4]   5.00-6.00   sec  5.47 MBytes  5603 KBytes/sec    0    273 KBytes       
[  4]   6.00-7.00   sec  4.66 MBytes  4773 KBytes/sec    0    273 KBytes       
[  4]   7.00-8.00   sec  5.22 MBytes  5339 KBytes/sec    0    287 KBytes       
[  4]   8.00-9.00   sec   827 KBytes   828 KBytes/sec    2    315 KBytes       
[  4]   9.00-10.00  sec  4.91 MBytes  5024 KBytes/sec    0    503 KBytes       
[  4]  10.00-11.00  sec  7.37 MBytes  7548 KBytes/sec    0    841 KBytes       
[  4]  11.00-12.00  sec  3.75 MBytes  3843 KBytes/sec    4    789 KBytes       
[  4]  12.00-13.00  sec  6.25 MBytes  6392 KBytes/sec  168    469 KBytes       
[  4]  13.00-14.00  sec  6.25 MBytes  6408 KBytes/sec    0    509 KBytes       
[  4]  14.00-15.00  sec  13.8 MBytes  14076 KBytes/sec  178    239 KBytes       
[  4]  15.00-16.00  sec  6.25 MBytes  6397 KBytes/sec   93   1.41 KBytes       
[  4]  16.00-17.00  sec  8.75 MBytes  8964 KBytes/sec   46    242 KBytes       
[  4]  17.00-18.00  sec  16.2 MBytes  16636 KBytes/sec   86    195 KBytes       
[  4]  18.00-19.00  sec  2.50 MBytes  2561 KBytes/sec    1    311 KBytes       
[  4]  19.00-20.00  sec  6.25 MBytes  6400 KBytes/sec   45    414 KBytes       
[  4]  20.00-21.00  sec  80.0 MBytes  81945 KBytes/sec  173    216 KBytes       
[  4]  21.00-22.00  sec  37.5 MBytes  38377 KBytes/sec  239    188 KBytes       
[  4]  22.00-23.00  sec  21.2 MBytes  21767 KBytes/sec  144    233 KBytes       
[  4]  23.00-24.00  sec  33.8 MBytes  34513 KBytes/sec   85   1.41 KBytes       
[  4]  24.00-25.00  sec  5.00 MBytes  5127 KBytes/sec   46    243 KBytes       
[  4]  25.00-26.00  sec  16.2 MBytes  16640 KBytes/sec    7    223 KBytes       
[  4]  26.00-27.00  sec  2.50 MBytes  2560 KBytes/sec    0    240 KBytes       
[  4]  27.00-28.00  sec  1.25 MBytes  1280 KBytes/sec    0    246 KBytes       
[  4]  28.00-29.00  sec  2.50 MBytes  2560 KBytes/sec    0    247 KBytes       
[  4]  29.00-30.00  sec  77.5 MBytes  79374 KBytes/sec  103    188 KBytes       
[  4]  30.00-31.00  sec   112 MBytes  115238 KBytes/sec  106    230 KBytes       
[  4]  31.00-32.00  sec  47.5 MBytes  48636 KBytes/sec  119    235 KBytes       
[  4]  32.00-33.00  sec  17.5 MBytes  17911 KBytes/sec  138    259 KBytes       
[  4]  33.00-34.00  sec  56.2 MBytes  57606 KBytes/sec  101    250 KBytes       
[  4]  34.00-35.00  sec  21.2 MBytes  21762 KBytes/sec  127   1.41 KBytes       
[  4]  35.00-36.00  sec  1.25 MBytes  1279 KBytes/sec    1    221 KBytes       
[  4]  36.00-37.00  sec  1.25 MBytes  1281 KBytes/sec    0    310 KBytes       
[  4]  37.00-38.00  sec  3.75 MBytes  3841 KBytes/sec    0    469 KBytes       
[  4]  38.00-39.00  sec  8.75 MBytes  8959 KBytes/sec   32    714 KBytes       
[  4]  39.00-40.00  sec  8.75 MBytes  8954 KBytes/sec  112    576 KBytes       
[  4]  40.00-41.00  sec  11.2 MBytes  11531 KBytes/sec    1    595 KBytes       
[  4]  41.00-42.00  sec  5.00 MBytes  5119 KBytes/sec  121    471 KBytes       
[  4]  42.00-43.00  sec  6.25 MBytes  6400 KBytes/sec    0    823 KBytes       
[  4]  43.00-44.00  sec  10.0 MBytes  10241 KBytes/sec  216    870 KBytes       
[  4]  44.00-45.00  sec  11.2 MBytes  11520 KBytes/sec    0   1.15 MBytes       
[  4]  45.00-46.00  sec  2.50 MBytes  2557 KBytes/sec    6   1.41 KBytes       
[  4]  46.00-47.00  sec  58.8 MBytes  60213 KBytes/sec  778    195 KBytes       
[  4]  47.00-48.00  sec   105 MBytes  107545 KBytes/sec  925    239 KBytes       
[  4]  48.00-49.00  sec   126 MBytes  129274 KBytes/sec  766    249 KBytes       
[  4]  49.00-50.00  sec   121 MBytes  124080 KBytes/sec  568    236 KBytes       
[  4]  50.00-51.00  sec  43.8 MBytes  44770 KBytes/sec  197    184 KBytes       
[  4]  51.00-52.00  sec  13.8 MBytes  14093 KBytes/sec  118    211 KBytes       
[  4]  52.00-53.00  sec  8.75 MBytes  8929 KBytes/sec   24    242 KBytes       
[  4]  53.00-54.00  sec  2.50 MBytes  2569 KBytes/sec    0    356 KBytes       
[  4]  54.00-55.00  sec  2.50 MBytes  2560 KBytes/sec    0    510 KBytes       
[  4]  55.00-56.00  sec  3.75 MBytes  3839 KBytes/sec    0    720 KBytes       
[  4]  56.00-57.00  sec  3.75 MBytes  3839 KBytes/sec    1   1.41 KBytes       
[  4]  57.00-58.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  58.00-59.00  sec  0.00 Bytes  0.00 KBytes/sec    1    906 KBytes       
[  4]  59.00-60.00  sec  15.0 MBytes  15375 KBytes/sec  657    225 KBytes       
[  4]  60.00-61.00  sec  47.5 MBytes  48642 KBytes/sec  399    195 KBytes       
[  4]  61.00-62.00  sec  40.0 MBytes  40965 KBytes/sec  364    181 KBytes       
[  4]  62.00-63.00  sec  33.8 MBytes  34552 KBytes/sec  210    270 KBytes       
[  4]  63.00-64.00  sec  30.0 MBytes  30697 KBytes/sec  346    225 KBytes       
[  4]  64.00-65.00  sec  1.25 MBytes  1280 KBytes/sec    0    259 KBytes       
[  4]  65.00-66.00  sec  23.8 MBytes  24327 KBytes/sec  600   1.41 KBytes       
[  4]  66.00-67.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  67.00-68.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  68.00-69.00  sec  25.0 MBytes  25622 KBytes/sec  282    205 KBytes       
[  4]  69.00-70.00  sec   130 MBytes  133131 KBytes/sec  1160    247 KBytes       
[  4]  70.00-71.00  sec   101 MBytes  103687 KBytes/sec  689    387 KBytes       
[  4]  71.00-72.00  sec  60.0 MBytes  61418 KBytes/sec  283    223 KBytes       
[  4]  72.00-73.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  73.00-74.00  sec  2.50 MBytes  2561 KBytes/sec    0    337 KBytes       
[  4]  74.00-75.00  sec  2.50 MBytes  2561 KBytes/sec    0    503 KBytes       
[  4]  75.00-76.00  sec  26.2 MBytes  26876 KBytes/sec  606    133 KBytes       
[  4]  76.00-77.00  sec   110 MBytes  112648 KBytes/sec  472    266 KBytes       
[  4]  77.00-78.00  sec   111 MBytes  113925 KBytes/sec  554    279 KBytes       
[  4]  78.00-79.00  sec  56.2 MBytes  57581 KBytes/sec  152    283 KBytes       
[  4]  79.00-80.00  sec  1.25 MBytes  1280 KBytes/sec    0    303 KBytes       
[  4]  80.00-81.00  sec  2.50 MBytes  2561 KBytes/sec    0    311 KBytes       
[  4]  81.00-82.00  sec  51.2 MBytes  52484 KBytes/sec  817    256 KBytes       
[  4]  82.00-83.00  sec  97.5 MBytes  99852 KBytes/sec  288    211 KBytes       
[  4]  83.00-84.00  sec   114 MBytes  116494 KBytes/sec  1168    273 KBytes       
[  4]  84.00-85.00  sec  91.2 MBytes  93454 KBytes/sec  1118    232 KBytes       
[  4]  85.00-86.00  sec   104 MBytes  106248 KBytes/sec  185    214 KBytes       
[  4]  86.00-87.00  sec  90.0 MBytes  92124 KBytes/sec  805    192 KBytes       
[  4]  87.00-88.00  sec  86.2 MBytes  88335 KBytes/sec  1277    209 KBytes       
[  4]  88.00-89.00  sec  53.8 MBytes  55049 KBytes/sec  304    267 KBytes       
[  4]  89.00-90.00  sec  50.0 MBytes  51179 KBytes/sec  237    197 KBytes       
[  4]  90.00-91.00  sec  45.0 MBytes  46068 KBytes/sec  548    211 KBytes       
[  4]  91.00-92.00  sec  2.50 MBytes  2562 KBytes/sec    0    322 KBytes       
[  4]  92.00-93.00  sec  2.50 MBytes  2560 KBytes/sec    0    482 KBytes       
[  4]  93.00-94.00  sec  5.00 MBytes  5121 KBytes/sec    0    740 KBytes       
[  4]  94.00-95.00  sec  6.25 MBytes  6399 KBytes/sec  183    127 KBytes       
[  4]  95.00-96.00  sec  6.25 MBytes  6401 KBytes/sec  283    747 KBytes       
[  4]  96.00-97.00  sec  5.00 MBytes  5120 KBytes/sec   50    527 KBytes       
[  4]  97.00-98.00  sec  8.75 MBytes  8960 KBytes/sec  100    153 KBytes       
[  4]  98.00-99.00  sec   105 MBytes  107536 KBytes/sec  574    303 KBytes       
[  4]  99.00-100.00 sec  98.8 MBytes  101086 KBytes/sec  1295    205 KBytes       
[  4] 100.00-101.00 sec   110 MBytes  112641 KBytes/sec  469    240 KBytes       
[  4] 101.00-102.00 sec   100 MBytes  102386 KBytes/sec  259    216 KBytes       
