Connecting to host 192.168.2.22, port 5201
[  4] local 192.168.1.11 port 56256 connected to 192.168.2.22 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   124 MBytes  127264 KBytes/sec  168    264 KBytes       
[  4]   1.00-2.00   sec   123 MBytes  126033 KBytes/sec  131    240 KBytes       
[  4]   2.00-3.00   sec   135 MBytes  138022 KBytes/sec  164    243 KBytes       
[  4]   3.00-4.00   sec   124 MBytes  126706 KBytes/sec  151    223 KBytes       
[  4]   4.00-5.00   sec   124 MBytes  127288 KBytes/sec  176    225 KBytes       
[  4]   5.00-6.00   sec   113 MBytes  115798 KBytes/sec  103    195 KBytes       
[  4]   6.00-7.00   sec   139 MBytes  142424 KBytes/sec  293    187 KBytes       
[  4]   7.00-8.00   sec  34.7 MBytes  35527 KBytes/sec  120    191 KBytes       
[  4]   8.00-9.00   sec   124 MBytes  126760 KBytes/sec  294    187 KBytes       
[  4]   9.00-10.00  sec  48.8 MBytes  50018 KBytes/sec  180    184 KBytes       
[  4]  10.00-11.00  sec  58.8 MBytes  60183 KBytes/sec  247    240 KBytes       
[  4]  11.00-12.00  sec  51.3 MBytes  52566 KBytes/sec  104    239 KBytes       
[  4]  12.00-13.00  sec  20.4 MBytes  20869 KBytes/sec   38    253 KBytes       
[  4]  13.00-14.00  sec  37.7 MBytes  38547 KBytes/sec  114    243 KBytes       
[  4]  14.00-15.00  sec  83.9 MBytes  85945 KBytes/sec  217    300 KBytes       
[  4]  15.00-16.00  sec   126 MBytes  129102 KBytes/sec  252    180 KBytes       
[  4]  16.00-17.00  sec   140 MBytes  143714 KBytes/sec  205    246 KBytes       
[  4]  17.00-18.00  sec   135 MBytes  138718 KBytes/sec  216    247 KBytes       
[  4]  18.00-19.00  sec   118 MBytes  121150 KBytes/sec  102    243 KBytes       
[  4]  19.00-20.00  sec   126 MBytes  128665 KBytes/sec  181    238 KBytes       
[  4]  20.00-21.00  sec   120 MBytes  122558 KBytes/sec  193    255 KBytes       
[  4]  21.00-22.00  sec   124 MBytes  127125 KBytes/sec  156    250 KBytes       
[  4]  22.00-23.00  sec  93.5 MBytes  95734 KBytes/sec  135    238 KBytes       
[  4]  23.00-24.00  sec  94.3 MBytes  96582 KBytes/sec  158    249 KBytes       
[  4]  24.00-25.00  sec   128 MBytes  130837 KBytes/sec   97    287 KBytes       
[  4]  25.00-26.00  sec   102 MBytes  104252 KBytes/sec  225    222 KBytes       
[  4]  26.00-27.00  sec  30.6 MBytes  31363 KBytes/sec   45    245 KBytes       
[  4]  27.00-28.00  sec  3.60 MBytes  3693 KBytes/sec    0    256 KBytes       
[  4]  28.00-29.00  sec  4.29 MBytes  4389 KBytes/sec    0    269 KBytes       
[  4]  29.00-30.00  sec  4.47 MBytes  4579 KBytes/sec    0    280 KBytes       
[  4]  30.00-31.00  sec  4.29 MBytes  4392 KBytes/sec    0    293 KBytes       
[  4]  31.00-32.00  sec  4.29 MBytes  4391 KBytes/sec    0    304 KBytes       
[  4]  32.00-33.00  sec  5.41 MBytes  5538 KBytes/sec    0    315 KBytes       
[  4]  33.00-34.00  sec  4.54 MBytes  4645 KBytes/sec    0    328 KBytes       
[  4]  34.00-35.00  sec  5.41 MBytes  5536 KBytes/sec    0    341 KBytes       
[  4]  35.00-36.00  sec  3.54 MBytes  3626 KBytes/sec    1   1.41 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 KBytes/sec    4   1.41 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 KBytes/sec   19   5.66 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 KBytes/sec   42   9.90 KBytes       
[  4]  40.00-41.00  sec  0.00 Bytes  0.00 KBytes/sec    6   2.83 KBytes       
[  4]  41.00-42.00  sec  0.00 Bytes  0.00 KBytes/sec    6   2.83 KBytes       
[  4]  42.00-43.00  sec  0.00 Bytes  0.00 KBytes/sec    8   2.83 KBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4]  44.00-45.00  sec  0.00 Bytes  0.00 KBytes/sec   18   2.83 KBytes       
